...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
1050,S66184821,Killdeer,Charadrius vociferus,2020-03-24,18:09:00,1,58,US-OK,36.1431952,-95.9334761,3154,3,2020
1051,S68524485,Killdeer,Charadrius vociferus,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
1052,S68032156,Killdeer,Charadrius vociferus,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
1053,S67357157,Killdeer,Charadrius vociferus,2020-04-17,11:15:00,2,19,US-OK,36.1444029,-95.9092834,63,4,2020
1054,S68032703,Killdeer,Charadrius vociferus,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
1055,S66369682,Killdeer,Charadrius vociferus,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
1056,S64885073,Killdeer,Charadrius vociferus,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
1057,S99973704,Killdeer,Charadrius vociferus,2022-01-02,16:08:00,35,25,US-OK,36.215678,-95.933325,582,1,2022
1058,S64885077,Killdeer,Charadrius vociferus,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
1059,S64885104,Killdeer,Charadrius vociferus,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
1060,S64885098,Killdeer,Charadrius vociferus,2020-02-22,10:39:00,1,24,US-OK,35.9322711,-95.2811987,89,2,2020
1061,S64885085,Killdeer,Charadrius vociferus,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
1062,S67804222,Upland Sandpiper,Bartramia longicauda,2020-04-25,16:17:00,1,8,US-OK,36.7858291,-98.3074058,18,4,2020
1063,S55212997,Upland Sandpiper,Bartramia longicauda,2019-04-21,07:46:00,8,52,US-OK,36.9177299,-96.6173317,88,4,2019
1064,S108591574,Upland Sandpiper,Bartramia longicauda,2022-05-01,09:45:00,7,13,US-OK,36.6805949,-96.5585333,39,5,2022
1072,S85336951,Baird's Sandpiper,Calidris bairdii,2021-04-11,12:28:00,5,100,US-OK,35.9549428,-96.7256498,69,4,2021
1073,S67804222,Least Sandpiper,Calidris minutilla,2020-04-25,16:17:00,10,8,US-OK,36.7858291,-98.3074058,18,4,2020
1076,S85336951,Least Sandpiper,Calidris minutilla,2021-04-11,12:28:00,6,100,US-OK,35.9549428,-96.7256498,69,4,2021
1077,S109319353,Least Sandpiper,Calidris minutilla,2022-05-08,09:23:00,15,17,US-OK,36.2349276,-95.9115887,56,5,2022
1078,S99973704,Least Sandpiper,Calidris minutilla,2022-01-02,16:08:00,15,25,US-OK,36.215678,-95.933325,582,1,2022
1079,S68330982,Least Sandpiper,Calidris minutilla,2020-05-03,10:37:00,4,154,US-OK,36.2213571,-95.9341192,140,5,2020
1080,S108591574,Buff-breasted Sandpiper,Calidris subruficollis,2022-05-01,09:45:00,16,13,US-OK,36.6805949,-96.5585333,39,5,2022
1082,S85336951,Pectoral Sandpiper,Calidris melanotos,2021-04-11,12:28:00,2,100,US-OK,35.9549428,-96.7256498,69,4,2021
1084,S109319353,Pectoral Sandpiper,Calidris melanotos,2022-05-08,09:23:00,3,17,US-OK,36.2349276,-95.9115887,56,5,2022
1085,S69480260,Pectoral Sandpiper,Calidris melanotos,2020-05-10,14:22:00,7,89,US-OK,36.9709679,-95.9504402,66,5,2020
1086,S69480260,Semipalmated Sandpiper,Calidris pusilla,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
1087,S67805720,Long-billed Dowitcher,Limnodromus scolopaceus,2020-04-25,16:39:00,13,13,US-OK,36.7523718,-98.3074256,42,4,2020
1093,S55212997,Wilson's Snipe,Gallinago delicata,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
1094,S69480260,Wilson's Phalarope,Phalaropus tricolor,2020-05-10,14:22:00,2,89,US-OK,36.9709679,-95.9504402,66,5,2020
1101,S111728537,Spotted Sandpiper,Actitis macularius,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
1104,S56506454,Spotted Sandpiper,Actitis macularius,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
1105,S69480437,Spotted Sandpiper,Actitis macularius,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
1111,S68330982,Spotted Sandpiper,Actitis macularius,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1112,S67805720,Solitary Sandpiper,Tringa solitaria,2020-04-25,16:39:00,1,13,US-OK,36.7523718,-98.3074256,42,4,2020
1126,S55212997,Greater Yellowlegs,Tringa melanoleuca,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
1127,S85336951,Greater Yellowlegs,Tringa melanoleuca,2021-04-11,12:28:00,2,100,US-OK,35.9549428,-96.7256498,69,4,2021
1132,S67805720,Lesser Yellowlegs,Tringa flavipes,2020-04-25,16:39:00,2,13,US-OK,36.7523718,-98.3074256,42,4,2020
1135,S67047859,Lesser Yellowlegs,Tringa flavipes,2020-04-11,16:06:00,1,2,US-OK,36.8630914,-96.5667034,6,4,2020
1136,S55212997,Lesser Yellowlegs,Tringa flavipes,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
1138,S85336951,Lesser Yellowlegs,Tringa flavipes,2021-04-11,12:28:00,7,100,US-OK,35.9549428,-96.7256498,69,4,2021
1143,S100948655,Bonaparte's Gull,Chroicocephalus philadelphia,2022-01-17,11:31:00,3,223,US-OK,35.6222331,-95.1711273,69,1,2022
1144,S65902721,Bonaparte's Gull,Chroicocephalus philadelphia,2020-03-17,11:41:00,6,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
1145,S66369682,Bonaparte's Gull,Chroicocephalus philadelphia,2020-03-29,09:31:00,65,189,US-OK,36.1497985,-96.2401081,219,3,2020
1146,S64885073,Bonaparte's Gull,Chroicocephalus philadelphia,2020-02-20,15:59:00,9,93,US-OK,36.116064,-95.98525,200,2,2020
1147,S106694384,Bonaparte's Gull,Chroicocephalus philadelphia,2022-04-10,09:00:00,6,44,US-OK,36.1499519,-96.2529969,79,4,2022
1148,S66376442,Bonaparte's Gull,Chroicocephalus philadelphia,2020-03-29,13:51:00,25,30,US-OK,36.1431728,-96.2771857,59,3,2020
1149,S64885094,Bonaparte's Gull,Chroicocephalus philadelphia,2020-02-22,11:10:00,4,8,US-OK,35.9384235,-95.2776295,707,2,2020
1150,S64885098,Bonaparte's Gull,Chroicocephalus philadelphia,2020-02-22,10:39:00,6,24,US-OK,35.9322711,-95.2811987,89,2,2020
1151,S64885085,Bonaparte's Gull,Chroicocephalus philadelphia,2020-02-22,11:32:00,9,113,US-OK,35.9322711,-95.2811987,331,2,2020
1153,S69480437,Franklin's Gull,Leucophaeus pipixcan,2020-05-14,09:21:00,11,219,US-OK,36.2081998,-96.0600758,97,5,2020
1154,S85336951,Franklin's Gull,Leucophaeus pipixcan,2021-04-11,12:28:00,16,100,US-OK,35.9549428,-96.7256498,69,4,2021
1155,S107970844,Franklin's Gull,Leucophaeus pipixcan,2022-04-24,17:14:00,25,77,US-OK,36.1255459,-95.9823976,105,4,2022
1156,S69480260,Franklin's Gull,Leucophaeus pipixcan,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
1164,S100948655,Ring-billed Gull,Larus delawarensis,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
1185,S65902721,Ring-billed Gull,Larus delawarensis,2020-03-17,11:41:00,3,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
1186,S66369682,Ring-billed Gull,Larus delawarensis,2020-03-29,09:31:00,12,189,US-OK,36.1497985,-96.2401081,219,3,2020
1187,S64885073,Ring-billed Gull,Larus delawarensis,2020-02-20,15:59:00,6,93,US-OK,36.116064,-95.98525,200,2,2020
1188,S106694384,Ring-billed Gull,Larus delawarensis,2022-04-10,09:00:00,8,44,US-OK,36.1499519,-96.2529969,79,4,2022
1189,S74645100,Ring-billed Gull,Larus delawarensis,2020-10-10,11:36:00,42,7,US-OK,36.215678,-95.933325,219,10,2020
1190,S99973704,Ring-billed Gull,Larus delawarensis,2022-01-02,16:08:00,400,25,US-OK,36.215678,-95.933325,582,1,2022
1191,S54964350,Ring-billed Gull,Larus delawarensis,2019-04-14,17:06:00,7,99,US-OK,36.2235555,-95.9005058,62,4,2019
1192,S51186467,Ring-billed Gull,Larus delawarensis,2019-01-01,15:57:00,5,75,US-OK,36.1189623,-95.9855793,79,1,2019
1193,S76720355,Ring-billed Gull,Larus delawarensis,2020-11-26,12:40:00,1,61,US-OK,36.1043853,-95.9839742,112,11,2020
1194,S101303345,Ring-billed Gull,Larus delawarensis,2022-01-23,13:31:00,26,91,US-OK,36.1043853,-95.9839742,113,1,2022
1195,S66376442,Ring-billed Gull,Larus delawarensis,2020-03-29,13:51:00,15,30,US-OK,36.1431728,-96.2771857,59,3,2020
1196,S64885077,Ring-billed Gull,Larus delawarensis,2020-02-22,14:52:00,7,56,US-OK,35.813121,-95.405804,658,2,2020
1197,S64885104,Ring-billed Gull,Larus delawarensis,2020-02-22,09:33:00,9,45,US-OK,35.872406,-95.401213,153,2,2020
1198,S64885094,Ring-billed Gull,Larus delawarensis,2020-02-22,11:10:00,120,8,US-OK,35.9384235,-95.2776295,707,2,2020
1199,S64885098,Ring-billed Gull,Larus delawarensis,2020-02-22,10:39:00,30,24,US-OK,35.9322711,-95.2811987,89,2,2020
1200,S64885085,Ring-billed Gull,Larus delawarensis,2020-02-22,11:32:00,50,113,US-OK,35.9322711,-95.2811987,331,2,2020
1204,S66369682,Herring Gull,Larus argentatus,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
1205,S64885094,Herring Gull,Larus argentatus,2020-02-22,11:10:00,4,8,US-OK,35.9384235,-95.2776295,707,2,2020
1212,S100948655,Forster's Tern,Sterna forsteri,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
1213,S66376442,Forster's Tern,Sterna forsteri,2020-03-29,13:51:00,4,30,US-OK,36.1431728,-96.2771857,59,3,2020
1214,S64885094,Forster's Tern,Sterna forsteri,2020-02-22,11:10:00,12,8,US-OK,35.9384235,-95.2776295,707,2,2020
1215,S64885085,Forster's Tern,Sterna forsteri,2020-02-22,11:32:00,4,113,US-OK,35.9322711,-95.2811987,331,2,2020
1222,S66376442,Common Loon,Gavia immer,2020-03-29,13:51:00,1,30,US-OK,36.1431728,-96.2771857,59,3,2020
1223,S64885085,Common Loon,Gavia immer,2020-02-22,11:32:00,16,113,US-OK,35.9322711,-95.2811987,331,2,2020
1235,S67802026,Double-crested Cormorant,Nannopterum auritum,2020-04-25,11:48:00,3,140,US-OK,36.783717,-98.18573,64,4,2020
1237,S111728537,Double-crested Cormorant,Nannopterum auritum,2022-05-30,08:08:00,6,302,US-OK,36.850766,-102.8821564,100,5,2022
1246,S100948655,Double-crested Cormorant,Nannopterum auritum,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
1251,S66369682,Double-crested Cormorant,Nannopterum auritum,2020-03-29,09:31:00,12,189,US-OK,36.1497985,-96.2401081,219,3,2020
1252,S106694384,Double-crested Cormorant,Nannopterum auritum,2022-04-10,09:00:00,4,44,US-OK,36.1499519,-96.2529969,79,4,2022
1253,S74645100,Double-crested Cormorant,Nannopterum auritum,2020-10-10,11:36:00,30,7,US-OK,36.215678,-95.933325,219,10,2020
1254,S68330982,Double-crested Cormorant,Nannopterum auritum,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1255,S106718425,Double-crested Cormorant,Nannopterum auritum,2022-04-10,11:33:00,7,102,US-OK,36.1385187,-96.2190977,21,4,2022
1256,S65697899,Double-crested Cormorant,Nannopterum auritum,2020-03-11,18:58:00,1,47,US-OK,36.1166302,-95.9907184,281,3,2020
1257,S64885077,Double-crested Cormorant,Nannopterum auritum,2020-02-22,14:52:00,6,56,US-OK,35.813121,-95.405804,658,2,2020
1258,S64885104,Double-crested Cormorant,Nannopterum auritum,2020-02-22,09:33:00,7,45,US-OK,35.872406,-95.401213,153,2,2020
1259,S64885094,Double-crested Cormorant,Nannopterum auritum,2020-02-22,11:10:00,400,8,US-OK,35.9384235,-95.2776295,707,2,2020
1260,S64885085,Double-crested Cormorant,Nannopterum auritum,2020-02-22,11:32:00,14,113,US-OK,35.9322711,-95.2811987,331,2,2020
1261,S67802002,American White Pelican,Pelecanus erythrorhynchos,2020-04-25,14:13:00,35,97,US-OK,36.7968283,-98.1921574,75,4,2020
1270,S65902721,American White Pelican,Pelecanus erythrorhynchos,2020-03-17,11:41:00,12,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
1271,S66369682,American White Pelican,Pelecanus erythrorhynchos,2020-03-29,09:31:00,14,189,US-OK,36.1497985,-96.2401081,219,3,2020
1272,S64885073,American White Pelican,Pelecanus erythrorhynchos,2020-02-20,15:59:00,16,93,US-OK,36.116064,-95.98525,200,2,2020
1273,S106694384,American White Pelican,Pelecanus erythrorhynchos,2022-04-10,09:00:00,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
1274,S74645100,American White Pelican,Pelecanus erythrorhynchos,2020-10-10,11:36:00,1,7,US-OK,36.215678,-95.933325,219,10,2020
1275,S99973704,American White Pelican,Pelecanus erythrorhynchos,2022-01-02,16:08:00,3,25,US-OK,36.215678,-95.933325,582,1,2022
1276,S51186467,American White Pelican,Pelecanus erythrorhynchos,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
1277,S76720355,American White Pelican,Pelecanus erythrorhynchos,2020-11-26,12:40:00,40,61,US-OK,36.1043853,-95.9839742,112,11,2020
1278,S101303345,American White Pelican,Pelecanus erythrorhynchos,2022-01-23,13:31:00,2,91,US-OK,36.1043853,-95.9839742,113,1,2022
1279,S65697899,American White Pelican,Pelecanus erythrorhynchos,2020-03-11,18:58:00,30,47,US-OK,36.1166302,-95.9907184,281,3,2020
1280,S64885094,American White Pelican,Pelecanus erythrorhynchos,2020-02-22,11:10:00,110,8,US-OK,35.9384235,-95.2776295,707,2,2020
1281,S64885085,American White Pelican,Pelecanus erythrorhynchos,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
1300,S67802026,Great Blue Heron,Ardea herodias,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
1303,S111728537,Great Blue Heron,Ardea herodias,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
1307,S87540889,Great Blue Heron,Ardea herodias,2021-05-08,12:55:00,1,22,US-OK,34.7112086,-98.6755943,41,5,2021
1308,S85318603,Great Blue Heron,Ardea herodias,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
1309,S89277212,Great Blue Heron,Ardea herodias,2021-05-30,10:49:00,1,26,US-OK,35.6247298,-99.2497676,28,5,2021
1321,S100948655,Great Blue Heron,Ardea herodias,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
1322,S79023070,Great Blue Heron,Ardea herodias,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
1323,S54002257,Great Blue Heron,Ardea herodias,2019-03-17,15:30:00,1,90,US-OK,36.2081998,-96.0600758,12,3,2019
1324,S54632771,Great Blue Heron,Ardea herodias,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
1325,S56506454,Great Blue Heron,Ardea herodias,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
1326,S80524373,Great Blue Heron,Ardea herodias,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
1377,S65902721,Great Blue Heron,Ardea herodias,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
1378,S66844842,Great Blue Heron,Ardea herodias,2020-04-08,19:37:00,1,34,US-OK,36.1431952,-95.9334761,176,4,2020
1379,S88192658,Great Blue Heron,Ardea herodias,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
1380,S88201182,Great Blue Heron,Ardea herodias,2021-05-15,13:20:00,2,72,US-OK,36.2222811,-95.9239566,33,5,2021
1381,S66369682,Great Blue Heron,Ardea herodias,2020-03-29,09:31:00,9,189,US-OK,36.1497985,-96.2401081,219,3,2020
1382,S64885073,Great Blue Heron,Ardea herodias,2020-02-20,15:59:00,2,93,US-OK,36.116064,-95.98525,200,2,2020
1383,S106694384,Great Blue Heron,Ardea herodias,2022-04-10,09:00:00,3,44,US-OK,36.1499519,-96.2529969,79,4,2022
1384,S74645100,Great Blue Heron,Ardea herodias,2020-10-10,11:36:00,1,7,US-OK,36.215678,-95.933325,219,10,2020
1385,S99973704,Great Blue Heron,Ardea herodias,2022-01-02,16:08:00,1,25,US-OK,36.215678,-95.933325,582,1,2022
1386,S68330982,Great Blue Heron,Ardea herodias,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1387,S51186467,Great Blue Heron,Ardea herodias,2019-01-01,15:57:00,19,75,US-OK,36.1189623,-95.9855793,79,1,2019
1388,S76720355,Great Blue Heron,Ardea herodias,2020-11-26,12:40:00,7,61,US-OK,36.1043853,-95.9839742,112,11,2020
1389,S101303345,Great Blue Heron,Ardea herodias,2022-01-23,13:31:00,2,91,US-OK,36.1043853,-95.9839742,113,1,2022
1390,S65697899,Great Blue Heron,Ardea herodias,2020-03-11,18:58:00,2,47,US-OK,36.1166302,-95.9907184,281,3,2020
1391,S64885077,Great Blue Heron,Ardea herodias,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
1392,S64885104,Great Blue Heron,Ardea herodias,2020-02-22,09:33:00,2,45,US-OK,35.872406,-95.401213,153,2,2020
1393,S64885085,Great Blue Heron,Ardea herodias,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
1396,S67802002,Great Egret,Ardea alba,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
1397,S67802026,Great Egret,Ardea alba,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
1444,S109319353,Great Egret,Ardea alba,2022-05-08,09:23:00,1,17,US-OK,36.2349276,-95.9115887,56,5,2022
1445,S66369682,Great Egret,Ardea alba,2020-03-29,09:31:00,3,189,US-OK,36.1497985,-96.2401081,219,3,2020
1446,S106694384,Great Egret,Ardea alba,2022-04-10,09:00:00,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
1447,S67802026,Snowy Egret,Egretta thula,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
1469,S67802002,Little Blue Heron,Egretta caerulea,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
1573,S100948655,Black Vulture,Coragyps atratus,2022-01-17,11:31:00,2,223,US-OK,35.6222331,-95.1711273,69,1,2022
1575,S54632771,Black Vulture,Coragyps atratus,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
1576,S80524373,Black Vulture,Coragyps atratus,2021-02-06,10:33:00,3,93,US-OK,36.2081998,-96.0600758,58,2,2021
1577,S103266888,Black Vulture,Coragyps atratus,2022-02-20,14:05:00,3,65,US-OK,36.2081998,-96.0600758,29,2,2022
1578,S54425143,Black Vulture,Coragyps atratus,2019-03-31,13:38:00,2,120,US-OK,36.2179826,-95.7992634,71,3,2019
1579,S66369682,Black Vulture,Coragyps atratus,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
1580,S79022904,Black Vulture,Coragyps atratus,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
1581,S64885104,Black Vulture,Coragyps atratus,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
1582,S64885094,Black Vulture,Coragyps atratus,2020-02-22,11:10:00,10,8,US-OK,35.9384235,-95.2776295,707,2,2020
1583,S64885098,Black Vulture,Coragyps atratus,2020-02-22,10:39:00,5,24,US-OK,35.9322711,-95.2811987,89,2,2020
1584,S64885085,Black Vulture,Coragyps atratus,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
1588,S67802026,Turkey Vulture,Cathartes aura,2020-04-25,11:48:00,3,140,US-OK,36.783717,-98.18573,64,4,2020
1594,S66184849,Turkey Vulture,Cathartes aura,2020-03-21,16:01:00,1,22,US-OK,36.0351169,-94.8112393,10,3,2020
1595,S66184860,Turkey Vulture,Cathartes aura,2020-03-21,16:36:00,5,37,US-OK,36.0351169,-94.8112393,28,3,2020
1596,S111728537,Turkey Vulture,Cathartes aura,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
1600,S87540889,Turkey Vulture,Cathartes aura,2021-05-08,12:55:00,1,22,US-OK,34.7112086,-98.6755943,41,5,2021
1601,S87540807,Turkey Vulture,Cathartes aura,2021-05-08,08:50:00,3,185,US-OK,34.7124907,-98.6413512,30,5,2021
1602,S85318603,Turkey Vulture,Cathartes aura,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
1603,S89280846,Turkey Vulture,Cathartes aura,2021-05-30,11:39:00,1,16,US-OK,35.6010995,-99.2265675,12,5,2021
1611,S100948655,Turkey Vulture,Cathartes aura,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
1613,S67472318,Turkey Vulture,Cathartes aura,2020-04-18,17:42:00,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
1614,S67472235,Turkey Vulture,Cathartes aura,2020-04-18,16:29:00,4,21,US-OK,35.5005612,-95.9265259,35,4,2020
1615,S104891497,Turkey Vulture,Cathartes aura,2022-03-15,12:57:00,1,15,US-OK,36.9373904,-96.4254453,8,3,2022
1616,S55212997,Turkey Vulture,Cathartes aura,2019-04-21,07:46:00,3,52,US-OK,36.9177299,-96.6173317,88,4,2019
1617,S56762852,Turkey Vulture,Cathartes aura,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
1618,S67108197,Turkey Vulture,Cathartes aura,2020-04-11,14:38:00,5,32,US-OK,36.8461038,-96.429829,13,4,2020
1619,S54002257,Turkey Vulture,Cathartes aura,2019-03-17,15:30:00,2,90,US-OK,36.2081998,-96.0600758,12,3,2019
1620,S54632771,Turkey Vulture,Cathartes aura,2019-04-06,11:20:00,3,122,US-OK,36.2081998,-96.0600758,40,4,2019
1621,S56506454,Turkey Vulture,Cathartes aura,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
1622,S69480437,Turkey Vulture,Cathartes aura,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
1623,S90831933,Turkey Vulture,Cathartes aura,2021-06-26,14:26:00,3,71,US-OK,36.2081998,-96.0600758,48,6,2021
1624,S108591574,Turkey Vulture,Cathartes aura,2022-05-01,09:45:00,3,13,US-OK,36.6805949,-96.5585333,39,5,2022
1626,S85336951,Turkey Vulture,Cathartes aura,2021-04-11,12:28:00,8,100,US-OK,35.9549428,-96.7256498,69,4,2021
1630,S54425143,Turkey Vulture,Cathartes aura,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
1631,S55479893,Turkey Vulture,Cathartes aura,2019-04-27,12:53:00,2,78,US-OK,36.2179826,-95.7992634,35,4,2019
1642,S109319353,Turkey Vulture,Cathartes aura,2022-05-08,09:23:00,1,17,US-OK,36.2349276,-95.9115887,56,5,2022
1643,S88201182,Turkey Vulture,Cathartes aura,2021-05-15,13:20:00,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
1644,S66369682,Turkey Vulture,Cathartes aura,2020-03-29,09:31:00,4,189,US-OK,36.1497985,-96.2401081,219,3,2020
1645,S106694384,Turkey Vulture,Cathartes aura,2022-04-10,09:00:00,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
1646,S54964350,Turkey Vulture,Cathartes aura,2019-04-14,17:06:00,5,99,US-OK,36.2235555,-95.9005058,62,4,2019
1647,S106718425,Turkey Vulture,Cathartes aura,2022-04-10,11:33:00,5,102,US-OK,36.1385187,-96.2190977,21,4,2022
1648,S64885104,Turkey Vulture,Cathartes aura,2020-02-22,09:33:00,2,45,US-OK,35.872406,-95.401213,153,2,2020
1649,S74373636,Turkey Vulture,Cathartes aura,2020-10-03,12:08:00,1,216,US-OK,35.894126,-95.7987213,42,10,2020
1650,S64885094,Turkey Vulture,Cathartes aura,2020-02-22,11:10:00,9,8,US-OK,35.9384235,-95.2776295,707,2,2020
1651,S64885098,Turkey Vulture,Cathartes aura,2020-02-22,10:39:00,2,24,US-OK,35.9322711,-95.2811987,89,2,2020
1652,S64885085,Turkey Vulture,Cathartes aura,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
1655,S69480260,Turkey Vulture,Cathartes aura,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
1674,S111728537,Mississippi Kite,Ictinia mississippiensis,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
1675,S87540889,Mississippi Kite,Ictinia mississippiensis,2021-05-08,12:55:00,2,22,US-OK,34.7112086,-98.6755943,41,5,2021
1676,S87540807,Mississippi Kite,Ictinia mississippiensis,2021-05-08,08:50:00,2,185,US-OK,34.7124907,-98.6413512,30,5,2021
1677,S89272478,Mississippi Kite,Ictinia mississippiensis,2021-05-30,09:38:00,2,43,US-OK,35.6367053,-99.2834151,316,5,2021
1680,S68100906,Mississippi Kite,Ictinia mississippiensis,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
1681,S68187140,Mississippi Kite,Ictinia mississippiensis,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
1687,S67047859,Northern Harrier,Circus hudsonius,2020-04-11,16:06:00,1,2,US-OK,36.8630914,-96.5667034,6,4,2020
1688,S79023070,Northern Harrier,Circus hudsonius,2021-01-04,13:24:00,6,273,US-OK,36.8630914,-96.5667034,69,1,2021
1689,S67045327,Northern Harrier,Circus hudsonius,2020-04-11,15:17:00,2,6,US-OK,36.8402755,-96.4558801,36,4,2020
1690,S67108197,Northern Harrier,Circus hudsonius,2020-04-11,14:38:00,1,32,US-OK,36.8461038,-96.429829,13,4,2020
1693,S64885077,Northern Harrier,Circus hudsonius,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
1695,S100948655,Sharp-shinned Hawk,Accipiter striatus,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
1708,S54425143,Cooper's Hawk,Accipiter cooperii,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
1732,S65566629,Cooper's Hawk,Accipiter cooperii,2020-03-08,10:28:00,1,24,US-OK,36.152075,-95.9778614,35,3,2020
1733,S66184821,Cooper's Hawk,Accipiter cooperii,2020-03-24,18:09:00,1,58,US-OK,36.1431952,-95.9334761,3154,3,2020
1734,S101303345,Cooper's Hawk,Accipiter cooperii,2022-01-23,13:31:00,1,91,US-OK,36.1043853,-95.9839742,113,1,2022
1745,S79023070,Bald Eagle,Haliaeetus leucocephalus,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
1746,S69480437,Bald Eagle,Haliaeetus leucocephalus,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
